ts,중앙역(2번출구),신 안산대학교,신길초등학교,중앙역(신도시),상록구노인복지회관,준공업단지사거리,당곡 운동장,성안중학교,기업은행 반월지점,선부고등학교,단원구노인복지회관,송호고등학교,사동 GS주유소,반월공원,다농마트사거리,초지역,한양대앞역(환승주차장),호수공원 APT,중앙도서관,한양대앞역(농수산물 도매시장),노적봉사거리,선부1동 주민센터,강서고,송호중학교,검찰청정문,이동 주민센터,부곡종합시장,안산디자인문화고등학교,원곡본동 주민센터,일동주민센터,월피동 광덕시장,안산 식물원,고잔역(신도시),관산도서관,화랑유원지 제2주차장,와스타디움(롯데마트),고잔1동주민센터,와동체육공원,안산대학교,은하수공원,단원미술관,와동 주민센터,다문화 지원센터,부곡도서관,수변공원,산업단지공단 경기지역본부,조각공원,감골시민홀,군자주공13단지,사3동주민센터,고잔역(고대병원),그린빌 10단지,반월역,성포중학교,원곡2동 베스트 플라자,관산중학교,사2동주민센터,U-정보센터,단원구청,선부동 롯데마트,상록수역(1번출구),올림픽 기념관,중앙역맞은편,초지동 이마트,대부도관광안내소,서울예술대학,사세충열문사거리,광덕고,수암보도육교,25시 문화광장(CGV 앞),원시역(두산동아),본오1동 주민센터,한양대 기숙사,양지중학교,신길고 사거리,석수골운동장,상록수역(2번출구),충효입구삼거리,월피동주민센터,안산시 환경교통국,시외버스터미널(터미널사거리),안산시청,안산역,시화호조력발전소,성포동 경일초교 사거리,상록구청,대부바다향기 테마파크,월피동 한양 APT,한양대사거리,건건천복개주차장,본오동한양아파트,중앙주유소사거리,와동 면허시험장,선부동 벽산블루밍,본오2차아파트,한양연립,둔배미공원,비츠로테크 맞은편,안산문화광장,본오중학교,수암동거주자우선주차장
2016-07-22-23-34-24,0,9,4,0,8,17,9,16,11,11,5,17,12,12,17,9,1,1,7,6,5,17,5,0,1,19,4,16,4,14,8,6,7,2,8,9,9,6,10,12,0,16,16,10,11,0,8,18,5,23,7,8,0,6,13,0,21,16,6,2,9,9,2,4,0,19,15,1,0,1,2,6,8,1,10,5,4,8,4,4,7,1,7,10,10,10,13,11,13,10,11,12,6,7,18,12,25,6,5,14,5
