2016-07-22-01:09,중앙역(2번출구),4
2016-07-22-01:09,신 안산대학교,9
2016-07-22-01:09,신길초등학교,4
2016-07-22-01:09,중앙역(신도시),0
2016-07-22-01:09,상록구노인복지회관,2
2016-07-22-01:09,준공업단지사거리,9
2016-07-22-01:09,당곡 운동장,2
2016-07-22-01:09,성안중학교,18
2016-07-22-01:09,기업은행 반월지점,8
2016-07-22-01:09,선부고등학교,11
2016-07-22-01:09,단원구노인복지회관,13
2016-07-22-01:09,송호고등학교,6
2016-07-22-01:09,사동 GS주유소,17
2016-07-22-01:09,반월공원,15
2016-07-22-01:09,다농마트사거리,6
2016-07-22-01:09,초지역,4
2016-07-22-01:09,한양대앞역(환승주차장),5
2016-07-22-01:09,호수공원 APT,0
2016-07-22-01:09,중앙도서관,5
2016-07-22-01:09,한양대앞역(농수산물 도매시장),1
2016-07-22-01:09,노적봉사거리,7
2016-07-22-01:09,선부1동 주민센터,17
2016-07-22-01:09,강서고,11
2016-07-22-01:09,송호중학교,0
2016-07-22-01:09,검찰청정문,2
2016-07-22-01:09,이동 주민센터,17
2016-07-22-01:09,부곡종합시장,19
2016-07-22-01:09,안산디자인문화고등학교,4
2016-07-22-01:09,원곡본동 주민센터,2
2016-07-22-01:09,일동주민센터,17
2016-07-22-01:09,월피동 광덕시장,1
2016-07-22-01:09,안산 식물원,14
2016-07-22-01:09,고잔역(신도시),0
2016-07-22-01:09,관산도서관,0
2016-07-22-01:09,화랑유원지 제2주차장,1
2016-07-22-01:09,와스타디움(롯데마트),0
2016-07-22-01:09,고잔1동주민센터,14
2016-07-22-01:09,와동체육공원,11
2016-07-22-01:09,안산대학교,8
2016-07-22-01:09,은하수공원,14
2016-07-22-01:09,단원미술관,0
2016-07-22-01:09,와동 주민센터,20
2016-07-22-01:09,다문화 지원센터,19
2016-07-22-01:09,부곡도서관,10
2016-07-22-01:09,수변공원,6
2016-07-22-01:09,산업단지공단 경기지역본부,0
2016-07-22-01:09,조각공원,14
2016-07-22-01:09,감골시민홀,11
2016-07-22-01:09,군자주공13단지,15
2016-07-22-01:09,사3동주민센터,35
2016-07-22-01:09,고잔역(고대병원),0
2016-07-22-01:09,그린빌 10단지,14
2016-07-22-01:09,반월역,0
2016-07-22-01:09,성포중학교,17
2016-07-22-01:09,원곡2동 베스트 플라자,14
2016-07-22-01:09,관산중학교,1
2016-07-22-01:09,사2동주민센터,23
2016-07-22-01:09,U-정보센터,12
2016-07-22-01:09,단원구청,8
2016-07-22-01:09,선부동 롯데마트,17
2016-07-22-01:09,상록수역(1번출구),7
2016-07-22-01:09,올림픽 기념관,6
2016-07-22-01:09,중앙역맞은편,0
2016-07-22-01:09,초지동 이마트,3
2016-07-22-01:09,대부도관광안내소,0
2016-07-22-01:09,서울예술대학,6
2016-07-22-01:09,사세충열문사거리,2
2016-07-22-01:09,광덕고,6
2016-07-22-01:09,수암보도육교,4
2016-07-22-01:09,25시 문화광장(CGV 앞),1
2016-07-22-01:09,원시역(두산동아),2
2016-07-22-01:09,본오1동 주민센터,15
2016-07-22-01:09,한양대 기숙사,10
2016-07-22-01:09,양지중학교,9
2016-07-22-01:09,신길고 사거리,7
2016-07-22-01:09,석수골운동장,6
2016-07-22-01:09,상록수역(2번출구),12
2016-07-22-01:09,충효입구삼거리,19
2016-07-22-01:09,월피동주민센터,17
2016-07-22-01:09,안산시 환경교통국,1
2016-07-22-01:09,시외버스터미널(터미널사거리),1
2016-07-22-01:09,안산시청,0
2016-07-22-01:09,안산역,16
2016-07-22-01:09,시화호조력발전소,10
2016-07-22-01:09,성포동 경일초교 사거리,4
2016-07-22-01:09,상록구청,14
2016-07-22-01:09,대부바다향기 테마파크,13
2016-07-22-01:09,월피동 한양 APT,17
2016-07-22-01:09,한양대사거리,16
2016-07-22-01:09,건건천복개주차장,7
2016-07-22-01:09,본오동한양아파트,10
2016-07-22-01:09,중앙주유소사거리,4
2016-07-22-01:09,와동 면허시험장,5
2016-07-22-01:09,선부동 벽산블루밍,16
2016-07-22-01:09,본오2차아파트,15
2016-07-22-01:09,한양연립,15
2016-07-22-01:09,둔배미공원,5
2016-07-22-01:09,비츠로테크 맞은편,4
2016-07-22-01:09,안산문화광장,2
2016-07-22-01:09,본오중학교,10
2016-07-22-01:09,수암동거주자우선주차장,5
